Região,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_Polio,CV_rota,CV_Pneumo,CV_MNCC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPATITE_A
Região Nordeste,230640 Itapipoca,181.67,72.94,73.03,73.08,71.78,74.34,80.22,74.92,91.23,31.93,66.85,63.81
Região Nordeste,230650 Itapiúna,12.81,74.38,74.38,74.38,73.40,76.35,77.83,75.86,77.72,37.13,89.60,59.41
Região Nordeste,230655 Itarema,87.26,64.82,64.82,65.20,69.48,68.47,71.75,70.62,74.46,59.77,89.40,60.15
Região Nordeste,230660 Itatira,65.20,98.12,98.12,98.12,87.46,90.91,90.91,87.15,96.52,65.51,95.89,86.08
Região Nordeste,230670 Jaguaretama,56.00,98.22,98.22,98.22,98.67,97.78,100.89,101.78,91.96,91.96,93.30,90.18
Região Nordeste,230680 Jaguaribara,74.45,106.57,106.57,106.57,98.54,104.38,103.65,95.62,128.57,89.47,115.79,112.03
Região Nordeste,230690 Jaguaribe,98.45,93.79,93.79,94.01,90.24,90.47,90.91,90.47,93.20,57.82,86.62,77.32
Região Nordeste,230700 Jaguaruana,11.33,96.03,96.03,96.03,97.17,87.54,88.10,90.65,74.57,53.71,75.71,75.71
Região Nordeste,230710 Jardim,2.48,55.18,55.18,55.18,56.08,53.38,52.03,56.53,70.23,47.50,57.27,57.95
Região Nordeste,230720 Jati,22.69,55.46,55.46,55.46,50.42,57.14,59.66,47.90,55.46,33.61,47.06,42.86
Região Nordeste,230725 Jijoca de Jericoacoara,75.26,115.31,115.31,115.31,106.38,93.37,97.96,96.94,100.52,83.46,89.15,88.89
Região Nordeste,230730 Juazeiro do Norte,82.93,73.11,73.06,73.16,73.51,74.29,78.38,74.11,93.56,51.79,66.00,69.43
Região Nordeste,230740 Jucás,85.92,100.35,100.35,100.35,101.76,80.28,93.66,83.80,75.53,46.81,69.86,65.96
Região Nordeste,230750 Lavras da Mangabeira,81.44,67.66,67.66,67.96,65.27,67.66,68.86,68.56,70.82,49.85,57.75,64.74
Região Nordeste,230760 Limoeiro do Norte,138.17,90.01,90.15,90.01,87.55,87.14,90.15,86.59,83.72,76.41,87.45,85.93
Região Nordeste,230763 Madalena,52.57,106.86,106.86,106.86,96.57,96.57,97.71,97.71,90.12,54.07,94.77,91.86
Região Nordeste,230765 Maracanaú,116.36,57.07,57.02,57.14,55.89,58.47,61.08,57.26,62.25,42.56,50.00,52.88
Região Nordeste,230770 Maranguape,21.51,69.36,69.36,69.43,65.96,61.36,64.08,67.77,66.46,46.29,59.82,63.56
Região Nordeste,230780 Marco,81.79,96.72,96.72,96.72,94.35,87.98,88.34,89.98,90.67,68.10,93.84,90.67
Região Nordeste,230790 Martinópole,6.88,84.66,84.13,84.13,84.66,84.13,80.95,82.01,90.96,65.96,93.09,96.81
Região Nordeste,230800 Massapê,16.1,75.93,75.93,76.10,72.88,69.15,70.68,67.97,76.99,60.21,85.99,74.22
Região Nordeste,230810 Mauriti,26.03,75.71,75.56,75.56,71.59,73.02,75.71,78.41,77.44,50.32,59.42,19.16
Região Nordeste,230820 Meruoca,26.04,100.52,100.52,100.52,94.79,102.08,102.08,92.71,106.84,74.21,106.84,101.05
Região Nordeste,230830 Milagres,113.83,88.18,88.18,88.18,85.01,80.40,84.15,79.54,84.66,74.04,92.04,92.04
Região Nordeste,230835 Milhã,30.00,62.86,62.86,62.86,62.86,64.29,65.00,52.86,55.47,39.42,58.39,55.47
Região Nordeste,230837 Miraíma,2.12,101.59,101.59,101.59,96.83,90.48,93.65,88.36,95.21,87.77,89.36,93.09
Região Nordeste,230840 Missão Velha,1.90,70.98,70.98,70.98,69.26,71.50,73.23,72.19,58.39,32.87,57.87,57.17
Região Nordeste,230850 Mombaça,33.40,94.26,94.26,94.26,92.98,87.66,92.55,92.13,82.11,66.38,93.32,86.42
Região Nordeste,230860 Monsenhor Tabosa,96.53,121.78,121.78,121.78,115.35,110.89,113.37,111.39,109.14,120.30,123.86,119.80
Região Nordeste,230870 Morada Nova,66.71,74.53,74.53,74.53,71.92,76.41,76.99,72.65,77.45,57.98,73.94,75.26
Região Nordeste,230880 Moraújo,3.57,56.25,56.25,56.25,64.29,58.93,56.25,66.96,45.05,35.14,50.45,46.85
Região Nordeste,230890 Morrinhos,70.87,105.71,105.11,105.71,98.20,85.29,103.30,93.99,86.50,48.77,65.34,65.95
Região Nordeste,230900 Mucambo,48.26,81.40,81.40,81.40,80.81,76.16,79.65,80.81,80.59,49.41,81.18,80.59
Região Nordeste,230910 Mulungu,8.45,70.42,70.42,70.42,69.01,78.87,78.17,76.06,60.28,29.79,53.19,53.90
Região Nordeste,230920 Nova Olinda,2.00,72.40,72.40,72.80,72.00,74.00,72.80,78.00,88.57,12.65,90.20,84.08
Região Nordeste,230930 Nova Russas,0.81,100.54,100.54,100.54,97.29,98.37,100.54,92.68,104.12,61.26,91.76,90.93
Região Nordeste,230940 Novo Oriente,0.00,100.00,100.00,100.30,99.70,87.23,89.06,91.49,89.02,68.60,87.20,76.52
Região Nordeste,230945 Ocara,60.22,93.43,93.43,93.43,85.77,93.80,98.18,95.26,93.36,81.18,81.92,84.50
Região Nordeste,230950 Orós,81.53,92.79,92.79,92.79,91.89,90.09,90.99,91.89,89.35,63.89,87.04,88.43
Região Nordeste,230960 Pacajus,74.67,65.98,65.98,66.09,69.57,71.63,71.74,72.17,87.19,41.62,69.99,67.80
Região Nordeste,230970 Pacatuba,19.67,71.84,71.84,71.84,68.94,68.22,71.53,71.74,60.08,36.47,56.11,58.83
Região Nordeste,230980 Pacoti,6.61,107.44,107.44,107.44,98.35,102.48,102.48,92.56,109.32,87.29,101.69,102.54
Região Nordeste,230990 Pacujá,3.61,75.90,75.90,75.90,75.90,68.67,67.47,80.72,78.31,74.70,79.52,81.93
Região Nordeste,231000 Palhano,6.50,80.49,80.49,80.49,79.67,73.98,73.17,75.61,85.00,30.83,108.33,76.67
Região Nordeste,231010 Palmácia,18.80,72.65,72.65,72.65,66.67,61.54,61.54,67.52,87.18,40.17,70.09,75.21
Região Nordeste,231020 Paracuru,31.80,86.33,85.83,86.16,81.88,83.03,89.29,87.97,104.51,52.59,72.29,73.46
Região Nordeste,231025 Paraipaba,20.13,68.01,68.01,68.01,64.19,61.44,65.68,64.41,56.81,37.02,54.47,45.53
Região Nordeste,231030 Parambu,33.90,89.83,89.83,89.83,87.89,84.99,88.38,87.41,75.98,48.53,83.09,73.28
Região Nordeste,231040 Paramoti,70.69,108.62,108.62,108.62,100.86,95.69,99.14,103.45,102.63,83.33,89.47,91.23
Região Nordeste,231050 Pedra Branca,0.00,81.09,81.09,81.09,81.30,77.94,78.57,79.41,80.34,55.60,77.38,71.46
Região Nordeste,231060 Penaforte,7.39,44.32,44.32,44.32,48.30,39.77,42.61,38.07,40.00,35.43,42.86,40.00
Região Nordeste,231070 Pentecoste,15.43,87.70,87.70,88.09,81.45,80.66,82.81,84.38,88.98,38.78,73.43,72.44
Região Nordeste,231080 Pereiro,113.02,109.38,109.38,109.38,108.33,117.71,121.35,114.06,115.26,100.53,103.68,104.74
Região Nordeste,231085 Pindoretama,32.91,66.13,65.50,65.81,61.02,63.26,66.13,64.54,93.46,33.33,43.46,26.80
Região Nordeste,231090 Piquet Carneiro,123.33,115.83,115.83,115.83,114.17,121.67,124.17,113.33,102.56,102.56,118.80,121.37
Região Nordeste,231095 Pires Ferreira,92.55,157.45,157.45,157.45,157.45,125.53,126.60,122.34,114.13,100.00,117.39,119.57
Região Nordeste,231100 Poranga,11.80,87.58,87.58,87.58,86.34,85.09,88.20,91.93,92.50,77.50,92.50,88.75
Região Nordeste,231110 Porteiras,34.31,85.36,85.36,85.36,85.77,89.96,92.05,87.87,83.97,68.78,78.90,82.28
Região Nordeste,231120 Potengi,4.39,61.40,61.40,61.40,62.28,65.79,68.42,59.65,58.93,37.50,66.07,64.29
Região Nordeste,231123 Potiretama,60.29,82.35,82.35,82.35,107.35,100.00,97.06,101.47,83.58,20.90,80.60,95.52
Região Nordeste,231126 Quiterianópolis,0.88,54.39,54.39,54.39,49.56,47.81,45.61,52.19,41.78,37.78,42.22,38.22
Região Nordeste,231130 Quixadá,0.95,32.99,32.99,33.15,33.23,30.31,31.73,29.83,34.92,23.23,30.00,28.31
Região Nordeste,231135 Quixelô,97.31,100.54,100.54,100.54,103.23,94.09,103.23,100.54,110.50,90.06,103.31,95.58
Região Nordeste,231140 Quixeramobim,136.02,72.04,72.04,72.12,71.77,73.01,75.58,72.74,68.16,58.86,65.74,69.59
Região Nordeste,231150 Quixeré,83.27,111.41,111.41,111.41,98.48,100.00,97.34,95.82,106.95,101.54,103.86,102.70
Região Nordeste,231160 Redenção,55.78,87.98,87.76,87.76,78.91,79.37,82.99,86.62,81.24,56.98,70.71,65.45
Região Nordeste,231170 Reriutaba,53.48,111.74,111.74,111.74,113.04,91.74,96.96,103.04,95.61,102.19,115.79,99.56
Região Nordeste,231180 Russas,105.49,78.47,78.47,78.69,75.89,74.81,77.07,76.43,80.84,74.89,78.25,78.03
Região Nordeste,231190 Saboeiro,15.24,90.85,90.85,90.85,90.85,99.39,102.44,101.22,101.84,39.88,87.73,79.75
Região Nordeste,231195 Salitre,94.70,116.96,116.96,116.96,113.43,112.37,113.07,109.89,87.46,55.56,106.45,84.23
Região Nordeste,231200 Santana do Acaraú,41.46,80.64,80.64,80.64,85.88,86.56,85.19,81.55,90.40,75.64,83.84,85.71
Região Nordeste,231210 Santana do Cariri,09.02,70.08,70.08,70.08,69.67,71.31,75.00,70.90,84.71,37.19,69.01,69.01
Região Nordeste,231220 Santa Quitéria,0.96,68.02,68.02,68.21,68.02,69.17,69.56,69.17,68.87,52.53,72.57,57.00
Região Nordeste,231230 São Benedito,57.37,97.78,97.78,97.78,95.05,93.87,93.48,90.61,97.24,85.00,95.26,95.00
Região Nordeste,231240 São Gonçalo do Amarante,36.08,62.71,62.71,62.95,63.68,63.44,64.89,61.86,60.12,46.46,53.05,58.17
Região Nordeste,231250 São João do Jaguaribe,13.56,91.53,91.53,91.53,64.41,71.19,71.19,72.88,64.41,62.71,81.36,79.66
Região Nordeste,231260 São Luís do Curu,16.77,29.19,29.19,29.19,28.57,21.12,24.84,25.47,33.54,14.91,22.98,23.60
Região Nordeste,231270 Senador Pompeu,104.25,102.32,102.32,102.32,101.16,101.16,102.32,105.41,94.53,66.41,90.23,92.58
Região Nordeste,231280 Senador Sá,4.55,85.45,85.45,88.18,79.09,99.09,100.00,100.00,62.39,44.04,65.14,61.47
Região Nordeste,231290 Sobral,226.23,91.73,91.73,91.73,90.63,89.80,91.63,90.34,90.73,71.28,87.64,89.95
Região Nordeste,231300 Solonópole,64.74,116.67,116.67,116.67,116.67,107.69,108.33,105.13,98.06,62.58,93.55,92.90
Região Nordeste,231310 Tabuleiro do Norte,106.59,88.54,88.54,88.54,81.95,89.11,91.12,87.97,84.01,77.33,103.20,90.41
Região Nordeste,231320 Tamboril,82.77,96.00,96.00,96.00,94.46,85.85,91.08,95.08,82.70,60.38,67.92,64.47
Região Nordeste,231325 Tarrafas,6.80,50.49,50.49,50.49,48.54,57.28,55.34,65.05,64.71,24.51,73.53,64.71
Região Nordeste,231330 Tauá,44.41,78.87,78.87,78.87,78.33,79.14,79.41,77.39,80.87,67.35,82.24,74.18
Região Nordeste,231335 Tejuçuoca,26.05,97.48,97.48,97.48,93.28,83.19,84.87,86.13,92.64,68.83,74.46,74.03
Região Nordeste,231340 Tianguá,88.82,90.51,90.51,90.51,90.65,89.24,91.70,91.07,86.33,80.31,83.14,85.55
Região Nordeste,231350 Trairi,10.53,41.99,41.99,41.99,42.11,39.65,42.46,35.56,23.03,23.97,25.15,26.20
Região Nordeste,231355 Tururu,1.98,32.02,32.02,32.02,37.94,38.34,42.29,48.62,32.67,18.73,23.51,26.69
Região Nordeste,231360 Ubajara,23.79,98.39,98.39,98.39,90.32,83.06,89.52,86.90,104.52,76.59,87.27,88.91
Região Nordeste,231370 Umari,18.99,110.13,110.13,110.13,98.73,93.67,103.80,105.06,97.47,102.53,106.33,106.33
Região Nordeste,231375 Umirim,7.58,80.14,80.14,80.14,72.56,73.65,81.23,76.90,56.78,57.88,47.99,68.50
Região Nordeste,231380 Uruburetama,14.73,78.19,78.19,78.47,75.64,69.69,72.52,67.42,83.62,48.56,66.95,65.80
Região Nordeste,231390 Uruoca,03.09,109.88,109.88,109.88,95.06,96.91,103.70,94.44,94.34,62.26,86.79,92.45
Região Nordeste,231395 Varjota,34.07,101.11,101.11,101.11,98.15,93.33,93.33,95.93,90.30,53.73,98.13,96.27
Região Nordeste,231400 Várzea Alegre,0.21,75.43,75.43,75.85,76.28,78.42,78.21,77.56,82.51,64.36,100.86,72.79
Região Nordeste,231410 Viçosa do Ceará,86.78,58.09,57.99,57.99,56.05,60.02,62.36,59.72,56.92,35.90,49.23,55.08
Região Nordeste,240010 Acari,25.00,106.52,106.52,106.52,103.26,106.52,107.61,108.70,96.74,58.70,88.04,89.13
Região Nordeste,240020 Açu,11.76,73.53,73.53,73.82,77.65,84.56,87.65,81.18,75.45,49.11,64.29,65.33
Região Nordeste,240030 Afonso Bezerra,2.83,99.06,99.06,100.00,99.06,103.77,110.38,115.09,100.00,85.85,105.66,66.98
Região Nordeste,240040 Água Nova,58.33,97.22,97.22,97.22,97.22,97.22,91.67,94.44,134.29,11.43,134.29,122.86
Região Nordeste,240050 Alexandria,65.22,80.75,80.75,80.75,75.78,66.46,72.05,67.70,64.60,0.00,80.12,83.23
Região Nordeste,240060 Almino Afonso,60.00,92.73,92.73,92.73,94.55,74.55,76.36,87.27,96.36,0.00,76.36,80.00
Região Nordeste,240070 Alto do Rodrigues,11.05,76.24,76.24,76.24,76.80,75.69,75.14,80.11,84.44,41.11,76.67,82.22
Região Nordeste,240080 Angicos,5.59,89.51,89.51,90.21,80.42,88.81,90.91,98.60,92.25,60.56,63.38,77.46
Região Nordeste,240090 Antônio Martins,23.86,37.50,37.50,37.50,38.64,27.27,28.41,25.00,41.67,15.48,27.38,27.38
Região Nordeste,240100 Apodi,36.73,85.26,85.26,85.26,85.71,82.31,87.76,79.37,94.09,32.50,105.91,70.68
Região Nordeste,240110 Areia Branca,3.76,53.29,53.29,53.29,53.92,54.23,59.56,55.80,45.11,27.44,38.17,46.06
Região Nordeste,240120 Arês,0.00,79.65,79.65,79.65,82.56,90.70,99.42,80.81,69.59,18.13,92.40,80.12
Região Nordeste,240130 Augusto Severo,17.07,73.17,73.17,73.17,75.61,86.59,89.02,71.95,68.75,65.00,38.75,68.75
Região Nordeste,240140 Baía Formosa,4.30,72.04,72.04,72.04,69.89,84.95,81.72,75.27,79.57,68.82,69.89,83.87
Região Nordeste,240145 Baraúna,04.08,97.67,97.67,97.67,96.50,102.33,107.00,105.25,102.65,59.71,77.65,90.59
Região Nordeste,240150 Barcelona,0.00,73.58,73.58,73.58,75.47,71.70,75.47,71.70,101.92,50.00,101.92,75.00
Região Nordeste,240160 Bento Fernandes,8.96,41.79,41.79,41.79,31.34,26.87,28.36,37.31,36.36,34.85,39.39,45.45
Região Nordeste,240165 Bodó,13.73,92.16,92.16,92.16,88.24,111.76,109.80,78.43,102.00,76.00,82.00,88.00
Região Nordeste,240170 Bom Jesus,0.00,96.67,96.67,96.67,99.17,75.83,70.00,79.17,64.71,21.85,42.02,70.59
Região Nordeste,240180 Brejinho,15.12,93.60,93.02,93.02,87.79,98.84,95.93,93.60,91.07,79.76,79.17,79.17
Região Nordeste,240185 Caiçara do Norte,30.59,94.12,92.94,92.94,80.00,87.06,90.59,70.59,83.53,55.29,60.00,78.82
Região Nordeste,240190 Caiçara do Rio do Vento,3.77,84.91,84.91,84.91,84.91,105.66,77.36,75.47,88.68,18.87,49.06,81.13
Região Nordeste,240200 Caicó,172.31,75.00,75.30,75.45,71.71,79.34,81.29,75.45,72.55,54.30,57.62,65.01
Região Nordeste,240210 Campo Redondo,0.00,57.02,57.02,57.02,58.68,58.68,66.12,59.50,64.71,58.82,56.30,57.14
Região Nordeste,240220 Canguaretama,1.19,65.15,65.15,65.15,59.21,58.81,60.99,58.42,68.07,48.59,66.27,60.24
Região Nordeste,240230 Caraúbas,29.70,72.18,72.18,72.18,71.80,74.81,75.94,79.32,89.47,69.17,71.05,74.81
Região Nordeste,240240 Carnaúba dos Dantas,16.19,83.81,83.81,83.81,85.71,88.57,92.38,83.81,89.42,76.92,165.38,92.31
Região Nordeste,240250 Carnaubais,7.78,35.56,35.56,35.56,36.67,34.44,37.78,32.22,8.89,8.89,8.89,1.11
Região Nordeste,240260 Ceará-Mirim,112.08,23.35,23.35,23.35,20.93,23.08,21.82,21.56,19.08,12.57,11.57,19.89
Região Nordeste,240270 Cerro Corá,9.84,94.26,94.26,94.26,85.25,90.16,94.26,81.97,97.54,72.13,73.77,73.77
Região Nordeste,240280 Coronel Ezequiel,0.00,76.92,76.92,76.92,76.92,93.85,87.69,81.54,81.25,79.69,89.06,90.63
Região Nordeste,240290 Coronel João Pessoa,88.41,69.57,69.57,72.46,68.12,69.57,71.01,72.46,80.88,58.82,80.88,95.59
Região Nordeste,240300 Cruzeta,0.00,103.23,102.15,102.15,98.92,95.70,101.08,108.60,95.65,55.43,57.61,68.48
Região Nordeste,240310 Currais Novos,33.69,66.52,66.52,66.52,67.82,69.11,71.49,71.92,70.09,52.40,91.05,65.50
Região Nordeste,240320 Doutor Severiano,72.07,63.06,63.06,63.06,62.16,69.37,63.06,66.67,74.77,59.46,63.06,78.38
Região Nordeste,240325 Parnamirim,87.44,64.82,64.82,64.90,64.96,66.35,69.99,66.20,69.38,40.74,52.27,57.21
Região Nordeste,240330 Encanto,62.35,69.41,69.41,69.41,71.76,77.65,74.12,77.65,61.45,66.27,63.86,65.06
Região Nordeste,240340 Equador,67.14,85.71,85.71,85.71,90.00,78.57,82.86,91.43,110.14,62.32,72.46,95.65
Região Nordeste,240350 Espírito Santo,2.56,25.64,25.64,25.64,23.93,24.79,25.64,22.22,23.48,31.30,62.61,30.43
Região Nordeste,240360 Extremoz,14.26,79.88,79.88,80.27,78.52,83.98,83.79,81.84,75.99,39.29,55.56,67.06
Região Nordeste,240370 Felipe Guerra,0.00,73.58,73.58,73.58,69.81,77.36,88.68,92.45,94.34,32.08,49.06,43.40
Região Nordeste,240375 Fernando Pedroza,6.90,106.90,106.90,106.90,106.90,89.66,93.10,96.55,125.00,92.86,189.29,100.00
Região Nordeste,240380 Florânia,33.94,66.97,66.97,66.97,67.89,77.06,68.81,65.14,66.04,62.26,72.64,53.77
Região Nordeste,240390 Francisco Dantas,70.59,100.00,100.00,100.00,102.94,108.82,114.71,117.65,85.29,79.41,91.18,79.41
Região Nordeste,240400 Frutuoso Gomes,68.42,77.19,77.19,77.19,77.19,84.21,80.70,85.96,101.79,78.57,82.14,82.14
Região Nordeste,240410 Galinhos,0.00,27.78,27.78,27.78,27.78,30.56,27.78,27.78,41.18,0.00,26.47,41.18
Região Nordeste,240420 Goianinha,14.73,79.25,79.25,79.25,74.48,78.01,89.21,85.27,79.16,46.95,78.74,74.11
Região Nordeste,240430 Governador Dix-Sept Rosado,05.08,46.61,46.61,48.31,47.46,48.31,44.92,44.07,57.76,42.24,34.48,39.66
Região Nordeste,240440 Grossos,0.00,76.19,76.19,76.19,67.62,56.19,58.10,65.71,81.90,19.05,47.62,70.48
Região Nordeste,240450 Guamaré,35.47,58.10,58.10,58.10,57.80,59.63,59.63,56.57,68.92,46.46,55.38,59.69
Região Nordeste,240460 Ielmo Marinho,6.84,60.68,60.68,60.68,61.54,73.50,76.07,76.92,65.52,36.21,56.90,62.93
Região Nordeste,240470 Ipanguaçu,1.49,38.61,38.61,38.61,43.07,48.51,51.49,43.56,56.92,24.62,39.49,38.46
Região Nordeste,240480 Ipueira,0.00,78.95,78.95,78.95,78.95,84.21,84.21,78.95,94.74,47.37,94.74,89.47
Região Nordeste,240485 Itajá,3.37,67.42,67.42,67.42,61.80,73.03,75.28,58.43,53.41,32.95,54.55,55.68
Região Nordeste,240490 Itaú,107.58,112.12,112.12,112.12,113.64,101.52,106.06,106.06,80.30,72.73,74.24,72.73
Região Nordeste,240500 Jaçanã,0.00,76.15,76.15,76.15,76.92,63.85,70.77,74.62,82.31,62.31,60.77,76.92
Região Nordeste,240510 Jandaíra,29.03,81.72,81.72,81.72,84.95,87.10,94.62,80.65,66.67,0.00,44.09,56.99
Região Nordeste,240520 Janduís,1.69,77.97,77.97,77.97,77.97,79.66,84.75,77.97,83.05,25.42,86.44,98.31
Região Nordeste,240530 Januário Cicco,0.64,59.24,59.24,59.87,61.78,64.97,70.70,64.33,56.41,42.95,49.36,57.69
Região Nordeste,240540 Japi,0.00,73.91,73.91,73.91,67.39,64.13,73.91,78.26,94.57,73.91,84.78,94.57
Região Nordeste,240550 Jardim de Angicos,0.00,127.59,127.59,127.59,127.59,124.14,127.59,120.69,100.00,89.66,89.66,117.24
Região Nordeste,240560 Jardim de Piranhas,0.00,95.65,95.65,95.65,96.89,87.58,85.09,91.93,83.54,63.92,96.20,77.22
Região Nordeste,240570 Jardim do Seridó,62.14,91.26,92.23,92.23,89.32,94.17,93.20,91.26,107.84,100.98,100.98,102.94
Região Nordeste,240580 João Câmara,17.62,50.30,50.30,50.50,49.90,54.46,59.80,53.07,66.19,25.71,42.71,50.00
Região Nordeste,240590 João Dias,90.48,114.29,114.29,114.29,114.29,114.29,109.52,90.48,80.95,109.52,114.29,119.05
Região Nordeste,240600 José da Penha,100.00,101.41,101.41,101.41,101.41,97.18,97.18,90.14,108.57,95.71,95.71,111.43
Região Nordeste,240610 Jucurutu,88.54,94.79,94.79,95.31,94.27,93.23,94.79,95.31,92.63,79.47,86.84,72.11
Região Nordeste,240615 Jundiá,0.00,430.77,423.08,423.08,384.62,353.85,369.23,376.92,369.23,292.31,284.62,376.92
Região Nordeste,240620 Lagoa d'Anta,0.00,18.18,18.18,18.18,17.05,13.64,18.18,20.45,19.77,30.23,54.65,33.72
Região Nordeste,240630 Lagoa de Pedras,6.17,58.02,58.02,58.02,59.26,56.79,54.32,49.38,53.09,43.21,48.15,33.33
Região Nordeste,240640 Lagoa de Velhos,0.00,88.89,88.89,88.89,88.89,64.44,73.33,71.11,75.00,25.00,90.91,75.00
Região Nordeste,240650 Lagoa Nova,19.70,81.82,81.82,81.82,83.84,89.39,92.42,91.92,78.76,58.55,66.32,79.27
Região Nordeste,240660 Lagoa Salgada,0.00,67.50,67.50,67.50,65.00,66.88,70.00,67.50,87.42,60.38,123.90,74.84
Região Nordeste,240670 Lajes,33.33,89.74,89.74,89.74,88.89,84.62,82.05,94.02,77.59,74.14,79.31,88.79
Região Nordeste,240680 Lajes Pintadas,0.00,84.62,84.62,84.62,86.15,76.92,89.23,73.85,103.08,55.38,69.23,78.46
Região Nordeste,240690 Lucrécia,133.33,125.93,125.93,125.93,125.93,129.63,129.63,122.22,103.70,133.33,148.15,148.15
Região Nordeste,240700 Luís Gomes,46.04,76.98,76.98,76.98,77.70,71.22,72.66,74.10,107.30,4.38,73.72,82.48
Região Nordeste,240710 Macaíba,51.24,86.72,86.62,86.62,83.09,88.28,95.02,87.97,82.58,58.24,69.57,79.33
Região Nordeste,240720 Macau,37.72,79.72,79.72,80.07,76.51,79.36,90.04,85.05,72.86,17.86,66.43,58.93
Região Nordeste,240725 Major Sales,74.55,87.27,87.27,87.27,87.27,72.73,72.73,76.36,118.18,114.55,112.73,125.45
Região Nordeste,240730 Marcelino Vieira,85.71,78.57,78.57,78.57,79.59,81.63,83.67,83.67,105.21,3.13,55.21,58.33
Região Nordeste,240740 Martins,98.86,104.55,104.55,104.55,105.68,110.23,114.77,114.77,98.82,78.82,122.35,88.24
Região Nordeste,240750 Maxaranguape,0.00,43.40,43.40,43.40,45.91,40.88,43.40,48.43,41.94,29.68,47.10,27.74
Região Nordeste,240760 Messias Targino,0.00,90.00,90.00,90.00,87.50,100.00,102.50,72.50,82.05,0.00,56.41,56.41
Região Nordeste,240770 Montanhas,2.38,118.45,118.45,118.45,114.88,96.43,111.31,105.36,94.01,49.10,70.66,92.81
Região Nordeste,240780 Monte Alegre,5.76,89.83,89.83,89.83,84.07,81.36,80.68,74.58,71.67,17.41,60.41,58.70
Região Nordeste,240790 Monte das Gameleiras,4.55,75.00,75.00,75.00,77.27,68.18,72.73,79.55,79.55,52.27,90.91,70.45
Região Nordeste,240800 Mossoró,179.79,60.16,60.13,60.28,59.79,64.43,67.25,62.47,66.17,41.62,51.21,52.19
Região Nordeste,240810 Natal,120.96,70.08,70.08,70.09,69.71,74.01,77.52,73.16,69.31,42.11,52.03,64.57
Região Nordeste,240820 Nísia Floresta,8.40,83.75,83.75,84.31,83.19,78.43,87.11,85.99,78.75,42.78,71.10,71.67
Região Nordeste,240830 Nova Cruz,0.00,83.64,83.64,83.64,84.27,75.57,80.54,81.99,78.74,53.68,81.26,77.26
Região Nordeste,240840 Olho-d'Água do Borges,63.33,113.33,113.33,113.33,116.67,116.67,103.33,120.00,100.00,40.00,76.67,90.00
Região Nordeste,240850 Ouro Branco,0.00,104.55,104.55,104.55,104.55,122.73,120.45,100.00,113.64,111.36,118.18,120.45
Região Nordeste,240860 Paraná,51.79,71.43,71.43,71.43,67.86,66.07,64.29,58.93,82.14,44.64,67.86,76.79
Região Nordeste,240870 Paraú,15.79,78.95,78.95,78.95,76.32,76.32,73.68,76.32,78.95,50.00,92.11,5.26
Região Nordeste,240880 Parazinho,38.46,107.69,107.69,107.69,105.49,110.99,118.68,108.79,85.56,67.78,84.44,100.00
Região Nordeste,240890 Parelhas,75.35,82.64,82.64,83.33,82.29,82.29,76.74,86.81,76.84,69.12,68.42,80.35
Região Nordeste,240895 Rio do Fogo,29.56,93.08,93.08,93.08,81.13,69.18,64.15,81.13,112.66,55.70,87.97,42.41
Região Nordeste,240910 Passa e Fica,11.11,102.78,102.78,102.78,92.36,104.17,102.78,91.67,97.20,84.62,84.62,96.50
Região Nordeste,240920 Passagem,4.88,85.37,85.37,85.37,78.05,82.93,80.49,80.49,134.15,100.00,97.56,104.88
Região Nordeste,240930 Patu,33.04,61.74,61.74,61.74,60.87,66.09,69.57,73.91,73.68,54.39,85.96,47.37
Região Nordeste,240933 Santa Maria,0.00,87.30,87.30,88.89,93.65,98.41,90.48,107.94,109.52,55.56,98.41,71.43
