Região,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_Polio,CV_rota,CV_Pneumo,CV_MNCC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPATITE_A
Região Sudeste,311690 Comendador Gomes,69.57,117.39,117.39,117.39,121.74,86.96,91.30,104.35,127.27,0.00,86.36,90.91
Região Sudeste,311700 Comercinho,24.07,92.59,92.59,92.59,90.74,85.19,90.74,83.33,118.52,66.67,114.81,107.41
Região Sudeste,311710 Conceição da Aparecida,45.97,48.39,48.39,48.39,48.39,51.61,50.81,40.32,39.84,49.59,51.22,49.59
Região Sudeste,311720 Conceição das Pedras,0.00,61.54,61.54,61.54,65.38,76.92,69.23,76.92,80.77,50.00,88.46,88.46
Região Sudeste,311730 Conceição das Alagoas,87.02,82.30,82.60,82.60,81.71,77.88,82.60,82.01,118.92,6.91,75.08,75.98
Região Sudeste,311740 Conceição de Ipanema,67.86,71.43,71.43,73.21,71.43,73.21,75.00,78.57,67.86,12.50,62.50,58.93
Região Sudeste,311750 Conceição do Mato Dentro,70.23,102.68,102.68,102.68,101.00,101.67,104.35,95.65,114.97,85.71,95.92,98.64
Região Sudeste,311760 Conceição do Pará,6.67,115.00,115.00,115.00,111.67,101.67,105.00,108.33,100.00,98.33,103.33,103.33
Região Sudeste,311770 Conceição do Rio Verde,90.06,104.35,104.97,104.35,104.97,99.38,98.14,107.45,103.77,102.52,101.26,102.52
Região Sudeste,311780 Conceição dos Ouros,48.28,73.28,73.28,73.28,68.10,79.31,79.31,80.17,95.61,75.44,81.58,79.82
Região Sudeste,311783 Cônego Marinho,0.00,111.59,111.59,111.59,107.25,111.59,114.49,115.94,107.35,98.53,95.59,101.47
Região Sudeste,311787 Confins,82.47,100.00,100.00,100.00,97.94,91.75,92.78,94.85,115.46,94.85,96.91,103.09
Região Sudeste,311790 Congonhal,33.08,43.61,43.61,43.61,42.86,45.86,47.37,37.59,48.06,12.40,49.61,47.29
Região Sudeste,311800 Congonhas,108.43,86.19,86.92,86.92,86.77,91.57,92.01,88.95,94.26,69.85,91.91,89.56
Região Sudeste,311810 Congonhas do Norte,12.50,108.33,108.33,108.33,106.25,118.75,120.83,104.17,104.26,91.49,89.36,91.49
Região Sudeste,311820 Conquista,39.02,60.98,60.98,64.63,68.29,75.61,73.17,71.95,75.61,70.73,73.17,78.05
Região Sudeste,311830 Conselheiro Lafaiete,78.74,92.77,92.77,92.77,92.15,85.48,88.75,88.20,92.70,71.91,96.88,90.57
Região Sudeste,311840 Conselheiro Pena,29.34,78.93,78.93,78.93,79.75,74.38,76.45,85.95,77.97,61.02,66.95,66.10
Região Sudeste,311850 Consolação,8.33,33.33,33.33,33.33,33.33,75.00,75.00,41.67,41.67,33.33,75.00,41.67
Região Sudeste,311860 Contagem,77.71,73.68,73.65,73.66,72.62,72.71,74.04,68.05,83.49,51.71,75.61,75.09
Região Sudeste,311870 Coqueiral,54.90,100.98,100.98,100.98,97.06,105.88,104.90,93.14,107.14,95.92,92.86,96.94
Região Sudeste,311880 Coração de Jesus,119.05,114.72,114.72,114.72,101.73,106.93,112.99,110.82,106.09,98.26,99.13,110.00
Região Sudeste,311890 Cordisburgo,71.93,115.79,115.79,115.79,114.04,112.28,115.79,119.30,117.54,94.74,149.12,103.51
Região Sudeste,311900 Cordislândia,80.00,102.50,102.50,102.50,102.50,95.00,92.50,97.50,100.00,57.50,75.00,65.00
Região Sudeste,311910 Corinto,48.81,83.28,83.28,83.28,84.98,81.57,83.28,82.59,85.27,66.78,73.29,79.45
Região Sudeste,311920 Coroaci,23.75,103.75,103.75,103.75,103.75,111.25,108.75,106.25,108.75,78.75,91.25,95.00
Região Sudeste,311930 Coromandel,34.60,64.44,64.44,64.44,64.44,68.25,69.21,65.40,81.53,46.50,73.57,75.48
Região Sudeste,311940 Coronel Fabriciano,56.05,79.82,79.90,80.15,79.98,77.29,79.98,77.94,90.74,44.42,82.22,80.23
Região Sudeste,311950 Coronel Murta,3.26,86.96,86.96,86.96,86.96,86.96,92.39,96.74,102.27,57.95,96.59,105.68
Região Sudeste,311960 Coronel Pacheco,5.56,19.44,19.44,19.44,13.89,5.56,8.33,22.22,36.11,11.11,25.00,19.44
Região Sudeste,311970 Coronel Xavier Chaves,0.00,150.00,150.00,150.00,146.43,132.14,128.57,146.43,117.86,96.43,96.43,103.57
Região Sudeste,311980 Córrego Danta,94.44,133.33,133.33,133.33,133.33,105.56,111.11,122.22,116.67,55.56,105.56,111.11
Região Sudeste,311990 Córrego do Bom Jesus,26.32,89.47,89.47,89.47,78.95,78.95,76.32,86.84,118.42,100.00,102.63,100.00
Região Sudeste,311995 Córrego Fundo,35.48,95.16,95.16,95.16,88.71,101.61,100.00,87.10,108.06,88.71,96.77,87.10
Região Sudeste,312000 Córrego Novo,92.59,96.30,100.00,100.00,96.30,111.11,122.22,118.52,118.52,111.11,118.52,114.81
Região Sudeste,312010 Couto de Magalhães de Minas,3.77,122.64,122.64,124.53,122.64,81.13,86.79,88.68,190.57,24.53,90.57,109.43
Região Sudeste,312015 Crisólita,4.00,8.00,8.00,8.00,6.67,6.67,6.67,10.67,04.05,8.11,17.57,8.11
Região Sudeste,312020 Cristais,0.76,93.18,93.18,93.18,93.18,83.33,87.12,92.42,102.34,95.31,100.78,101.56
Região Sudeste,312030 Cristália,03.03,146.97,146.97,150.00,133.33,122.73,122.73,130.30,81.82,90.91,131.82,92.42
Região Sudeste,312040 Cristiano Otoni,6.67,35.00,35.00,35.00,35.00,28.33,28.33,31.67,21.67,35.00,30.00,36.67
Região Sudeste,312050 Cristina,61.17,88.35,88.35,88.35,88.35,103.88,103.88,93.20,104.95,101.98,101.98,101.98
Região Sudeste,312060 Crucilândia,28.89,102.22,102.22,102.22,97.78,131.11,135.56,106.67,74.42,79.07,79.07,76.74
Região Sudeste,312070 Cruzeiro da Fortaleza,73.58,105.66,105.66,105.66,105.66,109.43,115.09,126.42,130.19,52.83,81.13,86.79
Região Sudeste,312080 Cruzília,69.63,97.38,97.38,97.38,97.91,87.96,92.15,86.91,90.48,62.96,84.13,89.95
Região Sudeste,312083 Cuparaque,90.91,120.00,120.00,123.64,121.82,118.18,127.27,125.45,83.33,70.37,88.89,81.48
Região Sudeste,312087 Curral de Dentro,43.48,124.35,124.35,124.35,95.65,97.39,98.26,100.87,113.04,126.96,131.30,130.43
Região Sudeste,312090 Curvelo,106.75,86.92,86.81,86.81,86.18,92.51,92.41,89.56,95.52,82.84,89.98,89.23
Região Sudeste,312100 Datas,0.00,57.32,57.32,57.32,57.32,53.66,54.88,54.88,77.78,55.56,55.56,58.02
Região Sudeste,312110 Delfim Moreira,0.00,112.66,112.66,112.66,112.66,89.87,97.47,106.33,100.00,55.13,92.31,87.18
Região Sudeste,312120 Delfinópolis,69.70,102.02,102.02,102.02,102.02,96.97,95.96,100.00,107.07,48.48,103.03,90.91
Região Sudeste,312125 Delta,100.79,118.25,118.25,118.25,107.94,103.17,111.90,111.90,117.74,91.13,107.26,112.90
Região Sudeste,312130 Descoberto,9.80,88.24,88.24,88.24,88.24,103.92,103.92,96.08,86.27,0.00,88.24,88.24
Região Sudeste,312140 Desterro de Entre Rios,0.00,100.00,101.39,101.39,98.61,112.50,113.89,109.72,98.61,97.22,97.22,104.17
Região Sudeste,312150 Desterro do Melo,50.00,103.57,103.57,103.57,100.00,78.57,75.00,96.43,96.43,75.00,200.00,121.43
Região Sudeste,312160 Diamantina,0.00,59.17,59.17,59.17,57.69,55.18,56.80,57.10,59.73,51.26,54.09,55.72
Região Sudeste,312170 Diogo de Vasconcelos,0.00,102.17,102.17,102.17,100.00,86.96,86.96,91.30,100.00,86.96,89.13,89.13
Região Sudeste,312180 Dionísio,78.43,123.53,123.53,123.53,125.49,101.96,103.92,107.84,117.65,88.24,98.04,98.04
Região Sudeste,312190 Divinésia,107.32,114.63,114.63,114.63,114.63,124.39,126.83,124.39,124.39,129.27,134.15,136.59
Região Sudeste,312200 Divino,69.90,74.74,74.74,74.74,73.36,66.78,71.28,79.58,85.02,60.98,59.58,64.81
Região Sudeste,312210 Divino das Laranjeiras,42.50,147.50,147.50,147.50,145.00,132.50,130.00,140.00,97.50,95.00,102.50,112.50
Região Sudeste,312220 Divinolândia de Minas,14.81,72.22,72.22,72.22,74.07,79.63,78.70,68.52,84.26,66.67,140.74,76.85
Região Sudeste,312230 Divinópolis,94.83,90.99,90.99,90.99,90.53,93.27,88.97,85.43,102.80,85.64,92.51,97.50
Região Sudeste,312235 Divisa Alegre,67.11,77.63,77.63,77.63,78.95,69.74,72.37,73.68,106.58,114.47,148.68,121.05
Região Sudeste,312240 Divisa Nova,115.28,115.28,113.89,115.28,113.89,111.11,111.11,109.72,106.94,116.67,119.44,120.83
Região Sudeste,312245 Divisópolis,56.04,97.80,97.80,97.80,98.90,103.30,107.69,104.40,127.47,71.43,105.49,107.69
Região Sudeste,312247 Dom Bosco,111.76,105.88,105.88,105.88,105.88,147.06,141.18,144.12,135.29,120.59,120.59,123.53
Região Sudeste,312250 Dom Cavati,47.62,98.41,98.41,98.41,98.41,98.41,93.65,93.65,104.76,19.05,71.43,76.19
Região Sudeste,312260 Dom Joaquim,74.51,127.45,127.45,127.45,129.41,119.61,123.53,121.57,129.41,115.69,133.33,127.45
Região Sudeste,312270 Dom Silvério,4.17,72.92,72.92,72.92,72.92,79.17,81.25,72.92,85.42,81.25,72.92,85.42
Região Sudeste,312280 Dom Viçoso,36.67,26.67,26.67,26.67,26.67,36.67,36.67,30.00,33.33,6.67,16.67,16.67
Região Sudeste,312290 Dona Eusébia,0.00,102.67,102.67,102.67,98.67,104.00,105.33,98.67,106.94,86.11,105.56,97.22
Região Sudeste,312300 Dores de Campos,0.00,80.70,80.70,80.70,80.70,86.84,84.21,78.95,69.64,54.46,55.36,56.25
Região Sudeste,312310 Dores de Guanhães,115.69,119.61,119.61,119.61,111.76,117.65,119.61,100.00,101.96,105.88,105.88,100.00
Região Sudeste,312320 Dores do Indaiá,87.50,93.75,93.75,94.64,91.07,97.32,94.64,98.21,96.43,83.93,93.75,91.07
Região Sudeste,312330 Dores do Turvo,66.67,88.89,88.89,88.89,88.89,75.93,83.33,88.89,121.57,64.71,147.06,100.00
Região Sudeste,312340 Doresópolis,0.00,64.71,64.71,64.71,64.71,70.59,64.71,58.82,206.25,37.50,118.75,93.75
Região Sudeste,312350 Douradoquara,0.00,84.21,84.21,84.21,84.21,0.00,0.00,0.00,0.00,5.56,5.56,11.11
Região Sudeste,312352 Durandé,0.00,43.33,43.33,43.33,42.50,40.83,43.33,48.33,55.83,1.67,37.50,40.83
Região Sudeste,312360 Elói Mendes,78.53,95.09,95.09,95.09,94.17,98.16,98.16,91.41,101.23,96.32,97.24,102.15
Região Sudeste,312370 Engenheiro Caldas,15.83,88.49,88.49,88.49,88.49,89.21,92.81,95.68,98.51,71.64,83.58,85.07
Região Sudeste,312380 Engenheiro Navarro,2.67,109.33,109.33,109.33,98.67,100.00,104.00,105.33,102.67,53.33,96.00,92.00
Região Sudeste,312385 Entre Folhas,108.70,105.80,105.80,105.80,101.45,85.51,89.86,91.30,108.70,107.25,100.00,98.55
Região Sudeste,312390 Entre Rios de Minas,0.00,100.00,100.00,100.60,96.39,101.20,99.40,93.98,92.73,78.79,74.55,83.64
Região Sudeste,312400 Ervália,16.44,102.28,102.28,102.28,92.69,91.78,91.78,99.54,102.30,6.91,106.45,105.07
Região Sudeste,312410 Esmeraldas,47.70,83.29,83.29,83.38,80.85,78.03,79.91,79.34,90.51,75.90,83.87,84.91
Região Sudeste,312420 Espera Feliz,83.70,87.15,87.77,87.77,86.83,87.46,88.40,88.71,98.74,94.97,105.35,101.57
Região Sudeste,312430 Espinosa,86.91,89.97,89.97,89.97,82.73,80.50,87.19,84.40,96.61,41.81,92.94,81.64
Região Sudeste,312440 Espírito Santo do Dourado,0.00,33.02,33.02,33.02,29.25,33.96,35.85,22.64,31.13,32.08,32.08,36.79
Região Sudeste,312450 Estiva,76.38,74.02,74.80,74.80,75.59,81.89,81.89,74.80,83.46,87.40,99.21,93.70
Região Sudeste,312460 Estrela Dalva,55.17,55.17,55.17,55.17,68.97,48.28,48.28,65.52,46.43,46.43,64.29,71.43
Região Sudeste,312470 Estrela do Indaiá,37.50,16.67,16.67,16.67,12.50,12.50,12.50,25.00,73.91,52.17,95.65,52.17
Região Sudeste,312480 Estrela do Sul,0.00,88.31,88.31,88.31,88.31,90.91,89.61,96.10,110.53,69.74,89.47,92.11
Região Sudeste,312490 Eugenópolis,3.33,9.17,9.17,9.17,8.33,10.83,10.83,5.00,8.47,4.24,11.02,6.78
Região Sudeste,312500 Ewbank da Câmara,0.00,106.25,106.25,106.25,106.25,101.56,101.56,104.69,100.00,75.00,75.00,73.44
Região Sudeste,312510 Extrema,83.29,82.58,82.58,82.58,76.49,74.50,77.48,70.96,83.05,56.27,73.79,77.07
Região Sudeste,312520 Fama,4.55,09.09,09.09,09.09,09.09,09.09,09.09,09.09,09.09,13.64,13.64,13.64
Região Sudeste,312530 Faria Lemos,0.00,24.49,24.49,24.49,26.53,24.49,34.69,28.57,16.67,0.00,37.50,35.42
Região Sudeste,312540 Felício dos Santos,1.72,96.55,96.55,96.55,103.45,118.97,120.69,100.00,89.66,56.90,74.14,79.31
Região Sudeste,312550 São Gonçalo do Rio Preto,0.00,93.33,93.33,93.33,93.33,90.00,100.00,116.67,83.33,86.67,90.00,90.00
Região Sudeste,312560 Felisburgo,38.78,63.27,63.27,63.27,59.18,69.39,70.41,64.29,86.60,61.86,74.23,74.23
Região Sudeste,312570 Felixlândia,97.54,120.49,120.49,120.49,116.39,111.48,111.48,108.20,104.13,100.00,103.31,100.00
Região Sudeste,312580 Fernandes Tourinho,6.67,96.67,96.67,96.67,96.67,86.67,86.67,86.67,110.71,121.43,121.43,121.43
Região Sudeste,312590 Ferros,90.36,93.98,93.98,93.98,93.98,100.00,97.59,87.95,104.88,68.29,102.44,98.78
Região Sudeste,312595 Fervedouro,64.54,105.67,105.67,105.67,88.65,84.40,90.78,83.69,99.29,72.34,100.71,95.04
Região Sudeste,312600 Florestal,43.82,96.63,96.63,96.63,91.01,91.01,91.01,92.13,105.62,103.37,111.24,110.11
Região Sudeste,312610 Formiga,40.90,83.33,83.33,83.33,81.65,80.81,82.49,82.63,89.83,80.51,91.38,95.62
Região Sudeste,312620 Formoso,64.49,109.35,108.41,108.41,108.41,102.80,108.41,109.35,124.76,74.29,102.86,88.57
Região Sudeste,312630 Fortaleza de Minas,20.00,88.57,88.57,88.57,48.57,68.57,71.43,82.86,108.57,37.14,62.86,68.57
Região Sudeste,312640 Fortuna de Minas,156.25,109.38,109.38,109.38,109.38,115.63,115.63,106.25,100.00,115.63,118.75,118.75
Região Sudeste,312650 Francisco Badaró,12.00,144.00,144.00,144.00,144.00,116.00,124.00,110.00,89.80,16.33,83.67,75.51
Região Sudeste,312660 Francisco Dumont,0.00,70.00,70.00,70.00,48.00,58.00,58.00,64.00,51.02,61.22,65.31,48.98
Região Sudeste,312670 Francisco Sá,57.56,55.04,55.04,55.04,60.50,56.30,62.18,60.92,62.29,54.66,53.39,37.29
Região Sudeste,312675 Franciscópolis,44.23,98.08,98.08,98.08,98.08,101.92,101.92,98.08,125.00,84.62,101.92,100.00
Região Sudeste,312680 Frei Gaspar,7.78,75.56,75.56,75.56,74.44,90.00,92.22,80.00,87.64,16.85,82.02,71.91
Região Sudeste,312690 Frei Inocêncio,10.91,90.00,90.00,90.00,89.09,86.36,90.00,96.36,100.91,70.00,89.09,87.27
Região Sudeste,312695 Frei Lagonegro,54.35,84.78,84.78,84.78,84.78,89.13,89.13,84.78,104.44,97.78,93.33,95.56
Região Sudeste,312700 Fronteira,8.73,61.90,61.90,61.90,57.94,51.59,53.97,59.52,73.60,35.20,61.60,57.60
Região Sudeste,312705 Fronteira dos Vales,18.75,20.83,20.83,20.83,20.83,35.42,39.58,37.50,34.04,87.23,42.55,42.55
Região Sudeste,312707 Fruta de Leite,6.67,115.56,115.56,115.56,102.22,122.22,124.44,115.56,125.00,154.55,154.55,152.27
Região Sudeste,312710 Frutal,25.51,27.13,27.13,27.13,24.34,26.69,28.45,26.25,27.92,27.47,25.26,31.02
Região Sudeste,312720 Funilândia,56.36,100.00,100.00,100.00,94.55,105.45,105.45,110.91,81.48,74.07,87.04,79.63
Região Sudeste,312730 Galiléia,18.75,83.33,83.33,83.33,83.33,79.17,82.29,76.04,82.80,66.67,66.67,67.74
Região Sudeste,312733 Gameleiras,21.54,106.15,106.15,106.15,104.62,109.23,110.77,106.15,101.56,103.13,206.25,106.25
Região Sudeste,312735 Glaucilândia,0.00,68.18,68.18,68.18,77.27,113.64,113.64,118.18,90.48,76.19,100.00,90.48
Região Sudeste,312737 Goiabeira,17.78,86.67,86.67,86.67,86.67,75.56,68.89,84.44,113.33,13.33,77.78,75.56
Região Sudeste,312738 Goianá,20.00,96.67,96.67,103.33,93.33,66.67,73.33,76.67,106.90,55.17,86.21,93.10
Região Sudeste,312740 Gonçalves,0.00,82.22,82.22,82.22,80.00,86.67,86.67,80.00,95.56,77.78,82.22,82.22
Região Sudeste,312750 Gonzaga,11.27,102.82,102.82,102.82,102.82,87.32,84.51,81.69,107.35,108.82,108.82,107.35
Região Sudeste,312760 Gouveia,0.00,108.06,108.06,108.06,108.06,109.68,109.68,108.06,89.43,47.15,80.49,81.30
Região Sudeste,312770 Governador Valadares,133.18,77.49,77.49,77.52,77.24,79.67,86.02,81.78,73.80,67.26,68.46,75.52
Região Sudeste,312780 Grão Mogol,9.80,120.92,120.92,120.92,117.65,101.96,101.31,109.80,117.76,94.08,125.00,116.45
Região Sudeste,312790 Grupiara,0.00,250.00,250.00,250.00,250.00,200.00,200.00,175.00,137.50,150.00,162.50,162.50
Região Sudeste,312800 Guanhães,58.86,80.23,80.23,80.23,80.91,80.91,83.41,86.82,87.33,62.90,89.86,80.88
Região Sudeste,312810 Guapé,84.72,92.36,93.06,93.75,93.75,89.58,90.97,91.67,107.69,101.40,102.10,104.20
Região Sudeste,312820 Guaraciaba,5.56,80.56,80.56,80.56,79.17,76.39,76.39,84.72,100.00,102.82,100.00,109.86
Região Sudeste,312825 Guaraciama,0.00,125.86,125.86,125.86,100.00,91.38,91.38,100.00,101.72,105.17,108.62,108.62
Região Sudeste,312830 Guaranésia,110.62,92.04,93.81,93.81,93.36,102.21,104.42,97.79,96.43,93.30,94.64,98.21
Região Sudeste,312840 Guarani,58.02,67.90,67.90,67.90,69.14,76.54,77.78,70.37,87.34,67.09,86.08,88.61
Região Sudeste,312850 Guarará,0.00,81.08,81.08,81.08,78.38,67.57,75.68,75.68,54.05,62.16,62.16,64.86
Região Sudeste,312860 Guarda-Mor,51.72,98.28,98.28,98.28,94.83,89.66,93.10,96.55,96.55,72.41,79.31,79.31
Região Sudeste,312870 Guaxupé,85.60,77.24,77.82,77.82,78.40,90.86,92.80,85.99,91.30,89.33,88.14,89.72
Região Sudeste,312880 Guidoval,107.29,92.71,92.71,92.71,95.83,105.21,107.29,91.67,120.83,67.71,95.83,91.67
Região Sudeste,312890 Guimarânia,40.91,101.82,101.82,101.82,104.55,104.55,104.55,110.00,117.43,107.34,112.84,111.01
Região Sudeste,312900 Guiricema,101.69,89.83,91.53,91.53,89.83,113.56,115.25,105.08,87.93,106.90,106.90,106.90
Região Sudeste,312910 Gurinhatã,15.15,66.67,66.67,78.79,90.91,81.82,93.94,118.18,84.85,57.58,87.88,109.09
Região Sudeste,312920 Heliodora,65.67,113.43,113.43,113.43,104.48,88.06,95.52,117.91,97.01,102.99,104.48,107.46
Região Sudeste,312930 Iapu,117.76,91.59,91.59,92.52,90.65,103.74,104.67,96.26,96.23,99.06,102.83,98.11
Região Sudeste,312940 Ibertioga,10.94,45.31,45.31,45.31,45.31,62.50,65.63,65.63,85.71,42.86,63.49,50.79
Região Sudeste,312950 Ibiá,60.55,66.44,66.78,66.78,66.78,66.09,68.86,65.40,88.24,47.75,69.55,74.05
Região Sudeste,312960 Ibiaí,0.00,96.77,96.77,96.77,91.40,108.60,103.23,104.30,91.21,93.41,100.00,96.70
Região Sudeste,312965 Ibiracatu,0.00,103.45,103.45,103.45,101.72,100.00,105.17,89.66,108.62,58.62,108.62,100.00
Região Sudeste,312970 Ibiraci,97.14,87.86,87.86,87.86,86.43,96.43,94.29,93.57,106.52,106.52,113.77,111.59
Região Sudeste,312980 Ibirité,78.03,81.93,82.10,82.10,82.26,81.13,82.56,80.38,84.04,69.35,80.77,81.03
Região Sudeste,312990 Ibitiúra de Minas,0.00,107.41,107.41,107.41,107.41,92.59,92.59,107.41,181.48,14.81,122.22,103.70
Região Sudeste,313000 Ibituruna,13.79,93.10,93.10,93.10,93.10,82.76,82.76,93.10,114.29,67.86,100.00,103.57
Região Sudeste,313005 Icaraí de Minas,0.00,138.82,138.82,140.00,142.35,125.88,124.71,132.94,123.81,120.24,120.24,116.67
Região Sudeste,313010 Igarapé,39.90,103.94,103.94,103.94,101.37,100.51,101.88,100.51,109.74,95.13,98.78,101.57
Região Sudeste,313020 Igaratinga,42.31,82.31,82.31,82.31,86.92,95.38,98.46,89.23,80.00,30.77,79.23,69.23
Região Sudeste,313030 Iguatama,17.81,72.60,72.60,72.60,71.23,73.97,80.82,65.75,95.89,49.32,116.44,87.67
Região Sudeste,313040 Ijaci,0.00,83.33,83.33,83.33,84.72,86.11,86.11,98.61,91.67,105.56,212.50,105.56
Região Sudeste,313050 Ilicínea,91.95,95.30,95.30,95.30,94.63,94.63,95.97,100.00,100.00,87.84,90.54,91.89
Região Sudeste,313055 Imbé de Minas,71.26,71.26,71.26,71.26,65.52,62.07,60.92,68.97,70.59,61.18,71.76,55.29
Região Sudeste,313060 Inconfidentes,98.41,107.94,107.94,107.94,107.94,120.63,122.22,115.87,101.64,100.00,104.92,98.36
Região Sudeste,313065 Indaiabira,2.38,60.71,60.71,60.71,50.00,46.43,52.38,60.71,75.00,34.52,57.14,58.33
Região Sudeste,313070 Indianópolis,0.00,86.21,86.21,86.21,82.76,74.14,74.14,86.21,115.52,81.03,122.41,118.97
Região Sudeste,313080 Ingaí,18.18,78.79,78.79,78.79,78.79,90.91,90.91,87.88,103.03,109.09,103.03,103.03
Região Sudeste,313090 Inhapim,64.61,92.59,92.59,92.59,92.59,90.53,89.30,91.77,95.80,84.03,91.60,84.45
Região Sudeste,313100 Inhaúma,61.40,91.23,91.23,91.23,92.98,103.51,107.02,101.75,117.54,101.75,129.82,124.56
Região Sudeste,313110 Inimutaba,51.22,100.00,100.00,100.00,100.00,101.22,102.44,98.78,102.47,80.25,82.72,80.25
Região Sudeste,313115 Ipaba,90.67,85.78,86.67,86.22,85.33,80.89,84.00,82.22,76.68,73.09,68.61,74.44
Região Sudeste,313120 Ipanema,104.08,93.88,94.39,95.41,95.41,105.61,109.18,98.47,102.60,102.60,107.81,105.21
Região Sudeste,313130 Ipatinga,110.72,99.78,100.14,100.43,100.62,100.18,103.33,100.72,96.39,91.28,93.43,96.82
Região Sudeste,313140 Ipiaçu,0.00,67.44,67.44,67.44,67.44,51.16,53.49,58.14,67.44,41.86,48.84,44.19
Região Sudeste,313150 Ipuiúna,67.90,95.06,95.06,95.06,85.19,86.42,85.19,80.25,100.00,101.23,106.17,104.94
Região Sudeste,313160 Iraí de Minas,0.00,93.58,93.58,93.58,90.83,84.40,83.49,85.32,98.17,66.97,82.57,86.24
Região Sudeste,313170 Itabira,84.02,60.62,60.77,60.77,60.09,63.62,63.24,58.14,70.38,60.38,66.21,66.21
Região Sudeste,313180 Itabirinha,93.75,102.08,102.08,102.08,102.08,101.39,105.56,111.11,95.77,57.75,75.35,76.06
Região Sudeste,313190 Itabirito,2.80,44.13,44.13,44.27,48.93,53.60,52.93,44.00,55.65,54.70,58.87,55.38
Região Sudeste,313200 Itacambira,0.00,103.03,103.03,103.03,100.00,84.85,90.91,103.03,142.42,63.64,115.15,93.94
Região Sudeste,313210 Itacarambi,58.22,68.44,68.44,68.44,69.78,68.00,62.22,66.67,64.86,65.77,74.32,63.51
Região Sudeste,313220 Itaguara,80.92,92.11,92.11,92.11,90.79,92.11,90.13,90.79,74.17,96.69,92.72,92.72
Região Sudeste,313230 Itaipé,17.50,91.88,91.88,91.88,95.63,105.00,105.63,100.63,92.45,89.94,94.97,97.48
Região Sudeste,313240 Itajubá,193.87,90.67,90.67,90.67,90.76,94.53,96.70,93.03,92.50,85.57,91.55,94.49
Região Sudeste,313250 Itamarandiba,61.09,84.62,84.62,84.62,77.15,76.24,76.47,74.66,78.77,53.88,73.06,71.46
Região Sudeste,313260 Itamarati de Minas,64.00,104.00,104.00,104.00,100.00,96.00,98.00,98.00,108.16,102.04,104.08,104.08
Região Sudeste,313270 Itambacuri,95.35,88.70,88.70,89.04,90.03,88.70,93.69,88.04,94.95,76.77,74.07,79.46
Região Sudeste,313280 Itambé do Mato Dentro,3.45,68.97,68.97,72.41,72.41,75.86,82.76,82.76,89.66,100.00,96.55,96.55
Região Sudeste,313290 Itamogi,100.96,106.73,106.73,106.73,104.81,109.62,110.58,110.58,121.57,118.63,124.51,122.55
Região Sudeste,313300 Itamonte,87.73,98.16,98.16,98.16,98.16,100.00,99.39,100.00,93.87,90.18,92.64,96.93
Região Sudeste,313310 Itanhandu,118.45,86.90,86.90,86.90,86.90,98.21,98.81,92.26,92.26,90.48,93.45,91.67
Região Sudeste,313320 Itanhomi,79.72,80.42,80.42,81.12,81.82,83.92,80.42,78.32,79.02,65.73,75.52,76.92
Região Sudeste,313330 Itaobim,2.16,49.14,49.14,49.14,44.40,28.45,35.34,59.91,41.15,34.07,37.61,35.40
Região Sudeste,313340 Itapagipe,77.78,84.13,84.92,84.92,82.54,79.37,80.16,82.54,100.81,91.13,91.94,102.42
Região Sudeste,313350 Itapecerica,85.71,79.37,79.37,79.37,77.25,76.19,73.54,68.25,84.41,46.77,105.38,88.17
Região Sudeste,313360 Itapeva,97.14,106.43,106.43,106.43,100.71,102.86,110.71,102.86,114.39,110.79,112.23,115.83
Região Sudeste,313370 Itatiaiuçu,49.65,61.54,60.84,60.84,60.14,30.07,52.45,58.74,76.06,64.08,67.61,46.48
Região Sudeste,313375 Itaú de Minas,55.24,79.02,79.02,79.02,82.52,86.01,87.41,83.22,85.11,79.43,87.94,86.52
Região Sudeste,313380 Itaúna,90.77,82.98,82.98,82.98,81.73,88.17,87.79,83.75,86.71,75.95,79.92,82.06
Região Sudeste,313390 Itaverava,63.83,106.38,106.38,106.38,104.26,112.77,117.02,112.77,119.57,91.30,123.91,102.17
Região Sudeste,313400 Itinga,5.33,78.00,78.00,78.00,72.67,68.00,70.00,72.67,94.59,87.84,95.95,85.14
Região Sudeste,313410 Itueta,58.11,83.78,83.78,83.78,87.84,78.38,75.68,74.32,80.82,32.88,67.12,68.49
Região Sudeste,313420 Ituiutaba,103.13,77.13,77.04,77.04,76.66,79.32,80.55,76.66,80.92,73.73,78.52,80.44
Região Sudeste,313430 Itumirim,0.00,69.35,69.35,69.35,61.29,74.19,79.03,72.58,74.19,4.84,87.10,83.87
Região Sudeste,313440 Iturama,73.95,79.83,80.04,80.25,79.41,78.36,83.82,74.16,77.33,77.12,76.48,86.65
Região Sudeste,313450 Itutinga,0.00,77.97,81.36,81.36,77.97,93.22,93.22,86.44,112.07,86.21,96.55,98.28
Região Sudeste,313460 Jaboticatubas,39.72,100.47,100.47,100.47,100.47,97.20,96.73,97.66,103.30,92.92,94.34,94.81
Região Sudeste,313470 Jacinto,57.50,97.50,97.50,97.50,95.83,88.33,92.50,90.00,98.32,61.34,98.32,82.35
Região Sudeste,313480 Jacuí,108.05,111.49,111.49,111.49,109.20,105.75,104.60,106.90,119.54,118.39,121.84,120.69
